"TERM","colors","cup","bold","setaf"
"9term","-1","''","''","''"
"Eterm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"Eterm-256color","256","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m'"
"Eterm-88color","88","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m'"
"MtxOrb","-1","''","''","''"
"MtxOrb162","-1","''","''","''"
"MtxOrb204","-1","''","''","''"
"NCR260VT300WPP","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa+dec","-1","''","''","''"
"aaa+rv","-1","''","$'\E[1;7m'","''"
"aaa+unk","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-18","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-18-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1;7m'","''"
"aaa-20","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-22","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-24","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-24-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1;7m'","''"
"aaa-26","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-28","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-30-ctxt","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-30-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1;7m'","''"
"aaa-30-rv-ctxt","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1;7m'","''"
"aaa-30-s","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-30-s-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1;7m'","''"
"aaa-36","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-36-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1;7m'","''"
"aaa-40","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-40-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1;7m'","''"
"aaa-48","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-48-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1;7m'","''"
"aaa-60","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-60-dec-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1;7m'","''"
"aaa-60-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1;7m'","''"
"aaa-60-s","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-60-s-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1;7m'","''"
"aaa-db","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-rv-unk","-1","''","$'\E[1;7m'","''"
"aaa-s-ctxt","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aaa-s-rv-ctxt","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1;7m'","''"
"aas1901","-1","''","''","''"
"abm80","-1","$'\E\021%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"abm85","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"abm85e","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"abm85h","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"abm85h-old","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"act4","-1","$'\024%p1%{24}%+%c%p2%p2%?%\'/\'%>%t%\'0\'%+%;%\'P\'%+%c'","''","''"
"act5","-1","$'\024%p1%{24}%+%c%p2%p2%?%\'/\'%>%t%\'0\'%+%;%\'P\'%+%c'","''","''"
"addrinfo","-1","$'\037%p1%c%p2%c'","''","''"
"adds980","-1","$'\v%p1%\'@\'%+%c\E\005%p2%2d'","''","''"
"adm+sgr","-1","''","''","''"
"adm11","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"adm1178","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","$'\E('","''"
"adm12","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"adm1a","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"adm2","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"adm20","-1","$'\E=%i%p2%{31}%+%c%p1%{31}%+%c'","''","''"
"adm21","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"adm22","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"adm3","-1","''","''","''"
"adm31","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"adm31-old","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"adm36","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"adm3a","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"adm3a+","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"adm42","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"adm42-ns","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c\177\177\177\177\177\177\177\177\177\177\177\177\177\177\177\177\177\177\177\177\177\177\177\177\177\EF \t'","''","''"
"adm5","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"aepro","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"aixterm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"aixterm-16color","16","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t%p1%{30}%+%e%p1%\'R\'%+%;%dm'"
"aixterm-m","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aixterm-m-old","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aj510","-1","$'\E#%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"aj830","-1","''","''","''"
"alto-h19","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"altos2","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"altos3","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"altos4","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"altos7","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EGt'","''"
"altos7pc","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EGt'","''"
"amiga","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"amiga-8bit","-1","$'\233%i%p1%d;%p2%dH'","$'\2331m'","''"
"amiga-h","-1","$'\233%i%p1%d;%p2%dH'","$'\2331m'","''"
"amiga-vnc","16","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%>%t%\'2\'%p1%+%d%e3%p1%d%;m'"
"ampex175","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ampex175-b","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ampex210","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ampex219","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ampex219w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ampex232","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ampex232w","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ampex80","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"annarbor4080","-1","$'\017%p2%{10}%/%{16}%*%p2%{10}%m%+%c%p1%?%p1%{19}%>%t%{12}%+%;%\'@\'%+%c'","''","''"
"ansi+arrows","-1","''","''","''"
"ansi+csr","-1","''","''","''"
"ansi+cup","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"ansi+enq","-1","''","''","''"
"ansi+erase","-1","''","''","''"
"ansi+idc","-1","''","''","''"
"ansi+idc1","-1","''","''","''"
"ansi+idl","-1","''","''","''"
"ansi+idl1","-1","''","''","''"
"ansi+inittabs","-1","''","''","''"
"ansi+local","-1","''","''","''"
"ansi+local1","-1","''","''","''"
"ansi+pp","-1","''","''","''"
"ansi+rca","-1","''","''","''"
"ansi+rep","-1","''","''","''"
"ansi+sgr","-1","''","''","''"
"ansi+sgrbold","-1","''","$'\E[1m'","''"
"ansi+sgrdim","-1","''","''","''"
"ansi+sgrso","-1","''","''","''"
"ansi+sgrul","-1","''","''","''"
"ansi+tabs","-1","''","''","''"
"ansi-color-2-emx","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ansi-color-3-emx","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ansi-emx","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ansi-generic","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ansi-m","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ansi-mini","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"ansi-mr","-1","''","''","''"
"ansi-mtabs","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"ansi-nt","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"ansi.sys","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ansi.sys-old","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ansi.sysk","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ansi77","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"apollo","-1","$'\EM%p1%\' \'%+%c%p2%d)'","''","''"
"apollo_15P","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"apollo_19L","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"apollo_color","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"apple-80","-1","$'\036%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"apple-ae","-1","$'\036%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"apple-soroc","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"apple-uterm","-1","$'\036%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"apple-uterm-vb","-1","$'\036%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"apple-videx","-1","$'\036%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"apple-videx2","-1","$'\036%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"apple-videx3","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"apple-vm80","-1","$'\036%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"apple2e","-1","''","''","''"
"apple2e-p","-1","$'\036%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"apple80p","-1","$'\036%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"appleII","-1","$'\036%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"appleIIgs","-1","$'\036%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"arm100","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"arm100-w","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"atari-old","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"aterm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"att2300","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"att2350","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"att4410","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2;7m'","''"
"att4410v1-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2;7m'","''"
"att4415","-1","$'\E[%i%p1%d;%p2%dx'","$'\E[2;7m'","''"
"att4415+nl","-1","''","''","''"
"att4415-nl","-1","$'\E[%i%p1%d;%p2%dx'","$'\E[2;7m'","''"
"att4415-rv","-1","$'\E[%i%p1%d;%p2%dx'","$'\E[2;7m'","''"
"att4415-rv-nl","-1","$'\E[%i%p1%d;%p2%dx'","$'\E[2;7m'","''"
"att4415-w","-1","$'\E[%i%p1%d;%p2%dx'","$'\E[2;7m'","''"
"att4415-w-nl","-1","$'\E[%i%p1%d;%p2%dx'","$'\E[2;7m'","''"
"att4415-w-rv","-1","$'\E[%i%p1%d;%p2%dx'","$'\E[2;7m'","''"
"att4415-w-rv-n","-1","$'\E[%i%p1%d;%p2%dx'","$'\E[2;7m'","''"
"att4418","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"att4418-w","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"att4420","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"att4424","-1","$'\E[%i%p1%d;%p2%dH'","$'\E3'","''"
"att4424-1","-1","$'\E[%i%p1%d;%p2%dH'","$'\E3'","''"
"att4424m","-1","$'\E[%i%p1%2d;%p2%2dH\E[B'","''","''"
"att4426","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[5m'","''"
"att500","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2;7m'","''"
"att505","-1","$'\E[%p1%d;%p2%dH'","$'\E[1m'","''"
"att505-24","-1","$'\E[%p1%d;%p2%dH'","$'\E[1m'","''"
"att510a","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2;7m'","''"
"att510d","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2;7m'","''"
"att5310","-1","''","''","''"
"att5410-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2;7m'","''"
"att5410v1","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2;7m'","''"
"att5420_2","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"att5420_2-w","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"att5425","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2;7m'","''"
"att5425-nl","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2;7m'","''"
"att5425-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2;7m'","''"
"att5620","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2m'","''"
"att5620-1","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"att5620-24","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2m'","''"
"att5620-34","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[2m'","''"
"att5620-s","-1","$'\EY%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"att605","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att605-pc","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att605-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att610","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att610-103k","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att610-103k-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att610-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att615","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att615-103k","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att615-103k-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att615-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att620","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att620-103k","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att620-103k-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att620-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att630","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"att630-24","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"att6386","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"att700","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att730","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att730-24","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att730-41","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att7300","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att730r","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att730r-24","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"att730r-41","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"avatar","-1","$'\026\b%p1%c%p2%c'","$'\026\001\020'","''"
"avatar0","-1","$'\026\b%p1%c%p2%c'","$'\026\001\020'","''"
"avatar0+","-1","$'\026\b%p1%c%p2%c'","$'\026\001\020'","''"
"avt","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"avt+s","-1","''","''","''"
"avt-ns","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"avt-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"avt-rv-ns","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"avt-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"avt-w-ns","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"avt-w-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"avt-w-rv-ns","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"aws","-1","$'\EC%p2%c%p1%c'","''","''"
"awsc","-1","$'\EC%p2%c%p1%c'","''","''"
"bantam","-1","$'\EX%p1%\' \'%+%c\EY%p2%\' \'%+%c'","''","''"
"basis","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"beacon","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"beehive","-1","$'\EF%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"beehive3","-1","''","''","''"
"beehive4","-1","''","''","''"
"beterm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"bg1.25","-1","$'%i\E[%p1%d;%p2%dH'","''","''"
"bg1.25nv","-1","$'%i\E[%p1%d;%p2%dH'","''","''"
"bg1.25rv","-1","$'%i\E[%p1%d;%p2%dH'","''","''"
"bg2.0","-1","$'%i\E[%p1%d;%p2%dH'","''","''"
"bg2.0rv","-1","$'%i\E[%p1%d;%p2%dH'","''","''"
"bitgraph","-1","$'%i\E[%p1%d;%p2%dH'","''","''"
"blit","-1","$'\EY%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"bobcat","-1","$'\E&a%p1%dy%p2%dC'","''","''"
"bq300","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"bq300-8","-1","$'\233%i%p1%d;%p2%dH'","$'\2331m'","''"
"bq300-8-pc","-1","$'\233%i%p1%d;%p2%dH'","$'\2331m'","''"
"bq300-8-pc-rv","-1","$'\233%i%p1%d;%p2%dH'","$'\2331m'","''"
"bq300-8-pc-w","-1","$'\233%i%p1%d;%p2%dH'","$'\2331m'","''"
"bq300-8-pc-w-rv","-1","$'\233%i%p1%d;%p2%dH'","$'\2331m'","''"
"bq300-8rv","-1","$'\233%i%p1%d;%p2%dH'","$'\2331m'","''"
"bq300-8w","-1","$'\233%i%p1%d;%p2%dH'","$'\2331m'","''"
"bq300-pc","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"bq300-pc-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"bq300-pc-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"bq300-pc-w-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"bq300-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"bq300-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"bq300-w-8rv","-1","$'\233%i%p1%d;%p2%dH'","$'\2331m'","''"
"bq300-w-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"bsdos-pc","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"bsdos-pc-m","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"bsdos-pc-nobold","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"bsdos-ppc","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"bsdos-sparc","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"bterm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"c100","-1","$'\Ea%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"c100-rv","-1","$'\Ea%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"c108","-1","$'\Ea%p1%?%p1%\'_\'%>%t\001%\'`\'%-%;%\' \'%+%c%p2%?%p2%\'_\'%>%t\001%\'`\'%-%;%\' \'%+%c'","''","''"
"c108-4p","-1","$'\Ea%p1%?%p1%\'_\'%>%t\001%\'`\'%-%;%\' \'%+%c%p2%?%p2%\'_\'%>%t\001%\'`\'%-%;%\' \'%+%c'","''","''"
"c108-rv","-1","$'\Ea%p1%?%p1%\'_\'%>%t\001%\'`\'%-%;%\' \'%+%c%p2%?%p2%\'_\'%>%t\001%\'`\'%-%;%\' \'%+%c'","''","''"
"c108-rv-4p","-1","$'\Ea%p1%?%p1%\'_\'%>%t\001%\'`\'%-%;%\' \'%+%c%p2%?%p2%\'_\'%>%t\001%\'`\'%-%;%\' \'%+%c'","''","''"
"c108-w","-1","$'\Ea%p1%?%p1%\'_\'%>%t\001%\'`\'%-%;%\' \'%+%c%p2%?%p2%\'_\'%>%t\001%\'`\'%-%;%\' \'%+%c'","''","''"
"ca22851","-1","$'\002%i%p1%c%p2%c'","''","''"
"cad68-2","-1","''","''","''"
"cad68-3","-1","''","''","''"
"cbblit","-1","$'\EY%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"cbunix","-1","$'\EG%p2%c%p1%c'","''","''"
"cci","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"cdc456","-1","$'\E1%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"cdc721","-1","$'\002%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"cdc721-esc","-1","$'\002%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"cdc721ll","-1","$'\002%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"cdc752","-1","$'\E1%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"cdc756","-1","$'\E1%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"cg7900","-1","$'\001M%p2%d,%p1%d,'","''","''"
"cit101","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"cit101e","-1","$'\E[%i%p1%2d;%p2%2dH'","''","''"
"cit101e-132","-1","$'\E[%i%p1%2d;%p2%2dH'","''","''"
"cit101e-n","-1","$'\E[%i%p1%2d;%p2%2dH'","''","''"
"cit101e-n132","-1","$'\E[%i%p1%2d;%p2%2dH'","''","''"
"cit101e-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"cit500","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"cit80","-1","$'\E[%i%p1%2d;%p2%2dH'","''","''"
"citoh","-1","''","$'\E!'","''"
"citoh-6lpi","-1","''","$'\E!'","''"
"citoh-8lpi","-1","''","$'\E!'","''"
"citoh-comp","-1","''","$'\E!'","''"
"citoh-elite","-1","''","$'\E!'","''"
"citoh-pica","-1","''","$'\E!'","''"
"citoh-prop","-1","''","$'\E!'","''"
"coco3","-1","$'\002%p2%\' \'%+%c%p1%\' \'%+%c'","$'\E:\001'","''"
"color_xterm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"commodore","-1","$'\E\v%p1%2d,%p2%2d,'","''","''"
"cons25","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons25-debian","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons25-m","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"cons25l1","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons25l1-m","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"cons25r","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons25r-m","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"cons25w","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons30","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons30-m","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"cons43","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons43-m","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"cons50","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons50-m","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"cons50l1","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons50l1-m","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"cons50r","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons50r-m","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"cons60","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons60-m","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"cons60l1","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons60l1-m","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"cons60r","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cons60r-m","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"contel300","-1","$'\EX%p1%\' \'%+%c\EY%p2%\' \'%+%c'","''","''"
"contel301","-1","$'\EX%p1%\' \'%+%c\EY%p2%\' \'%+%c'","''","''"
